Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
295,Joe Lumley,eng ENG,GK,Southampton,30-006,1995,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
296,Massimo Luongo,au AUS,MF,Ipswich Town,32-149,1992,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
297,Ian Maatsen,nl NED,DF,Aston Villa,22-348,2002,5.7,0,1.4,0.53,37.5,1.4,0.53,0,0,26.4,0,0,0,0.04,0.04,0.03,-0.04,-0.04,Matches
298,Alexis Mac Allister,ar ARG,MF,Liverpool,26-059,1998,21,0.1,1.29,0.38,29.6,1.29,0.38,0.07,0.25,17.4,0,0,0,0.1,0.1,0.08,0,0,Matches
299,James Maddison,eng ENG,MF,Tottenham,28-090,1996,15.1,0.6,2.38,1.13,47.2,2.38,1.12,0.25,0.53,16,0.26,0,0,0.38,0.38,0.16,0.22,0.22,Matches
300,Noni Madueke,eng ENG,FW,Chelsea,22-348,2002,16.1,0.43,3.98,1.55,39.1,3.96,1.55,0.11,0.28,14.7,0,0,0,0.47,0.47,0.12,-0.04,-0.04,Matches
301,Gabriel Magalhaes,br BRA,DF,Arsenal,27-064,1997,22.1,0.14,0.9,0.23,25,0.91,0.23,0.15,0.6,9.2,0,0,0,0.11,0.11,0.12,0.02,0.02,Matches
302,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-289,2001,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
303,Harry Maguire,eng ENG,DF,Manchester Utd,31-353,1993,13.1,0,0.38,0.08,20,0.38,0.08,0,0,9.5,0,0,0,0.05,0.05,0.12,-0.05,-0.05,Matches
304,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-308,2005,14.3,0,0.7,0.07,10,0.7,0.07,0,0,20.2,0,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
305,Tyrell Malacia,nl NED,DF,Manchester Utd,25-188,1999,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
306,Donyell Malen,nl NED,FW,Aston Villa,26-043,1999,1.7,0,3.53,1.76,50,3.46,1.73,0,0,18.9,0,0,0,0.18,0.18,0.06,-0.18,-0.18,Matches
307,Orel Mangala,be BEL,MF,Everton,26-340,1998,14,0.07,1.14,0.43,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,0.08,0.08,0.07,-0.01,-0.01,Matches
308,Ryan Manning,ie IRL,DF,Southampton,28-252,1996,8.5,0,0.35,0,0,0.35,0,0,,16.3,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
309,Solly March,eng ENG,"MF,DF",Brighton,30-216,1994,0.3,0,3.33,0,0,3.6,0,0,,18.2,0,0,0,0.33,0.33,0.06,-0.33,-0.33,Matches
310,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-014,1999,2.4,1.25,2.92,1.25,42.9,2.88,1.23,0.43,1,19.3,0.42,0,0,0.38,0.38,0.13,0.88,0.88,Matches
311,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-248,2001,16.2,0.37,1.67,0.86,51.9,1.67,0.86,0.22,0.43,12.6,0,0,0,0.25,0.25,0.15,0.12,0.12,Matches
312,Emiliano Martinez,ar ARG,GK,Aston Villa,32-172,1992,25.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
313,Lisandro Martinez,ar ARG,DF,Manchester Utd,27-034,1998,19.5,0.1,0.87,0.31,35.3,0.87,0.31,0.12,0.33,15.9,0,0,0,0.07,0.07,0.08,0.04,0.04,Matches
314,Pape Matar Sarr,sn SEN,MF,Tottenham,22-160,2002,14.2,0.14,1.55,0.77,50,1.54,0.77,0.09,0.18,22.4,0,0,0,0.17,0.17,0.11,-0.03,-0.03,Matches
315,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-238,1997,21.7,0.51,2.21,0.88,39.6,2.21,0.88,0.19,0.47,15.3,0,0.09,0.09,0.48,0.41,0.19,0.02,0,Matches
316,Stephy Mavididi,eng ENG,FW,Leicester City,26-266,1998,14.5,0.21,1.45,0.41,28.6,1.45,0.41,0.14,0.5,15.4,0.07,0,0,0.1,0.1,0.07,0.1,0.1,Matches
317,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-072,1997,16.6,0,0.9,0.3,33.3,0.9,0.3,0,0,16.3,0,0,0,0.05,0.05,0.06,-0.05,-0.05,Matches
318,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-099,1997,21.4,0,0.47,0.09,20,0.47,0.09,0,0,20.9,0,0,0,0.02,0.02,0.05,-0.02,-0.02,Matches
319,Bryan Mbeumo,cm CMR,FW,Brentford,25-198,1999,24.9,0.56,1.93,0.96,50,1.93,0.96,0.21,0.42,17.9,0.2,0.16,0.16,0.33,0.21,0.11,0.23,0.19,Matches
320,James Mcatee,eng ENG,"MF,FW",Manchester City,22-126,2002,1.2,1.67,4.17,1.67,40,4.33,1.73,0.4,1,12.6,0,0,0,1.08,1.08,0.27,0.58,0.58,Matches
321,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-091,2001,4.3,0,1.4,0.47,33.3,1.4,0.47,0,0,15.8,0,0,0,0.14,0.14,0.09,-0.14,-0.14,Matches
322,Alex McCarthy,eng ENG,GK,Southampton,35-080,1989,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
323,John McGinn,sct SCO,"MF,FW",Aston Villa,30-126,1994,17.1,0,1.23,0.12,9.5,1.23,0.12,0,0,17.1,0.06,0,0,0.12,0.12,0.09,-0.12,-0.12,Matches
324,Dwight McNeil,eng ENG,"MF,FW",Everton,25-091,1999,12.7,0.24,1.81,0.63,34.8,1.82,0.63,0.13,0.38,22,0,0,0,0.07,0.07,0.04,0.17,0.17,Matches
325,Scott McTominay,sct SCO,MF,Manchester Utd,28-075,1996,0.2,0,5,0,0,4.74,0,0,,10.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
326,Ben Mee,eng ENG,DF,Brentford,35-153,1989,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
327,Jayden Meghoma,eng ENG,DF,Brentford,18-238,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
328,Mikel Merino,es ESP,MF,Arsenal,28-244,1996,8.8,0.45,2.05,0.91,44.4,2.05,0.91,0.22,0.5,12.2,0,0,0,0.33,0.33,0.16,0.13,0.13,Matches
329,Nikola Milenkovic,rs SRB,DF,Nott'ham Forest,27-132,1997,24,0.08,0.92,0.21,22.7,0.92,0.21,0.09,0.4,12.4,0,0,0,0.13,0.13,0.14,-0.05,-0.05,Matches
330,Lewis Miley,eng ENG,MF,Newcastle Utd,18-296,2006,0.9,0,1.11,1.11,100,1.13,1.13,0,0,12.8,0,0,0,0.44,0.44,0.41,-0.44,-0.44,Matches
331,James Milner,eng ENG,MF,Brighton,39-048,1986,1.9,0,1.05,0,0,1.07,0,0,,16,0,0,0,0.11,0.11,0.08,-0.11,-0.11,Matches
332,Tyrone Mings,eng ENG,DF,Aston Villa,31-345,1993,7,0,0.57,0,0,0.57,0,0,,8.4,0,0,0,0.04,0.04,0.08,-0.04,-0.04,Matches
333,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-214,2004,10.3,0.49,1.75,0.78,44.4,1.75,0.78,0.28,0.63,14.2,0,0,0,0.27,0.27,0.15,0.21,0.21,Matches
334,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-173,1999,23.9,0,0.38,0.08,22.2,0.38,0.08,0,0,13.6,0,0,0,0.03,0.03,0.07,-0.03,-0.03,Matches
335,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-277,1997,22,0.27,1.86,0.82,43.9,1.86,0.82,0.15,0.33,14.6,0,0,0,0.24,0.24,0.13,0.03,0.03,Matches
336,Jakub Moder,pl POL,MF,Brighton,25-320,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
337,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-194,2007,2.1,0,1.43,0,0,1.46,0,0,,19.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
338,Morato,br BRA,DF,Nott'ham Forest,23-236,2001,6.7,0,0.15,0,0,0.15,0,0,,7,0,0,0,0.01,0.01,0.1,-0.01,-0.01,Matches
339,Alex Moreno,es ESP,DF,Nott'ham Forest,31-258,1993,9,0,0.67,0,0,0.66,0,0,,23.7,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
340,Sam Morsy,eg EGY,MF,Ipswich Town,33-164,1991,21.1,0.05,0.38,0.05,12.5,0.38,0.05,0.13,1,25.6,0,0,0,0.01,0.01,0.04,0.03,0.03,Matches
341,Yerson Mosquera,co COL,DF,Wolves,23-295,2001,4.9,0,0.41,0,0,0.41,0,0,,12.4,0,0,0,0.06,0.06,0.17,-0.06,-0.06,Matches
342,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-042,1999,2.7,0,1.11,0.74,66.7,1.09,0.73,0,0,17.3,0,0,0,0.15,0.15,0.13,-0.15,-0.15,Matches
343,Divin Mubama,eng ENG,FW,Manchester City,20-119,2004,0.3,0,3.33,0,0,3.21,0,0,,17.2,0,0,0,0,0,0.04,0,0,Matches
344,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-047,2001,1.7,0,0.59,0.59,100,0.6,0.6,0,0,11.6,0,0,0,0.18,0.18,0.25,-0.18,-0.18,Matches
345,Marshall Munetsi,zw ZIM,FW,Wolves,28-244,1996,0.5,0,4,2,50,4,2,0,0,18.5,0,0,0,1.2,1.2,0.3,-1.2,-1.2,Matches
346,Rodrigo Muniz,br BRA,FW,Fulham,23-293,2001,7.6,0.53,3.42,1.58,46.2,3.41,1.57,0.15,0.33,11.9,0,0,0,0.51,0.51,0.15,0.01,0.01,Matches
347,Daniel Munoz,co COL,DF,Crystal Palace,28-271,1996,23,0.09,1.04,0.39,37.5,1.04,0.39,0.08,0.22,12.5,0,0,0,0.15,0.15,0.15,-0.07,-0.07,Matches
348,Arijanet Muric,xk KVX,GK,Ipswich Town,26-106,1998,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
349,Murillo,br BRA,DF,Nott'ham Forest,22-232,2002,23.5,0.04,0.77,0.17,22.2,0.76,0.17,0.06,0.25,24.6,0.13,0,0,0.05,0.05,0.06,0,0,Matches
350,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-363,1995,15.9,0.25,1.82,0.63,34.5,1.82,0.63,0.14,0.4,18.9,0,0,0,0.16,0.16,0.09,0.09,0.09,Matches
351,Vitaliy Mykolenko,ua UKR,DF,Everton,25-268,1999,22.2,0,0.5,0,0,0.49,0,0,,20.9,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
352,Iliman Ndiaye,sn SEN,FW,Everton,24-352,2000,20.9,0.29,1.15,0.48,41.7,1.15,0.48,0.21,0.5,16.5,0,0.05,0.05,0.17,0.13,0.12,0.11,0.11,Matches
353,Wilfred Ndidi,ng NGA,MF,Leicester City,28-067,1996,14.4,0,0.97,0.49,50,0.97,0.48,0,0,14.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
354,Kosta Nedeljkovic,rs SRB,DF,Aston Villa,19-067,2005,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
355,Reiss Nelson,eng ENG,FW,Arsenal,25-073,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
356,Reiss Nelson,eng ENG,FW,Fulham,25-073,1999,5.4,0.19,2.22,1.11,50,2.22,1.11,0.08,0.17,15.4,0,0,0,0.2,0.2,0.09,-0.02,-0.02,Matches
357,Neto,br BRA,GK,Bournemouth,35-217,1989,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
358,Pedro Neto,pt POR,FW,Chelsea,24-349,2000,13.3,0.15,2.11,0.53,25,2.11,0.53,0.07,0.29,17.8,0,0,0,0.1,0.1,0.05,0.05,0.05,Matches
359,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-267,1999,7,0,3.57,1,28,3.56,1,0,0,16.5,0,0,0,0.24,0.24,0.07,-0.24,-0.24,Matches
360,Christopher Nkunku,fr FRA,FW,Chelsea,27-099,1997,6.1,0.33,2.46,0.98,40,2.45,0.98,0.13,0.33,11.8,0,0,0,0.66,0.66,0.26,-0.33,-0.33,Matches
361,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-178,1998,9.9,0,0.51,0.1,20,0.5,0.1,0,0,18.4,0,0,0,0.05,0.05,0.11,-0.05,-0.05,Matches
362,Darwin Nunez,uy URU,FW,Liverpool,25-242,1999,10,0.4,2.6,1,38.5,2.6,1,0.15,0.4,14.3,0,0,0,0.41,0.41,0.16,-0.01,-0.01,Matches
363,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17-337,2007,4.2,0.71,3.1,1.43,46.2,3.07,1.42,0.23,0.5,20.2,0.24,0,0,0.17,0.17,0.06,0.55,0.55,Matches
364,Christian Norgaard,dk DEN,MF,Brentford,30-348,1994,19.8,0.1,1.11,0.35,31.8,1.11,0.35,0.09,0.29,15.1,0,0,0,0.13,0.13,0.11,-0.03,-0.03,Matches
365,Jake O'Brien,ie IRL,DF,Everton,23-282,2001,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
366,Matt O'Riley,dk DEN,MF,Brighton,24-092,2000,5.3,0.19,2.64,0.75,28.6,2.65,0.76,0.07,0.25,17.3,0.19,0,0,0.23,0.23,0.09,-0.04,-0.04,Matches
367,Dara O'Shea,ie IRL,DF,Ipswich Town,25-354,1999,21.7,0,0.6,0.09,15.4,0.6,0.09,0,0,11,0,0,0,0.04,0.04,0.06,-0.04,-0.04,Matches
368,Chidozie Obi-Martin,dk DEN,MF,Manchester Utd,17-084,2007,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
369,Wilson Odobert,fr FRA,FW,Tottenham,20-085,2004,1.8,0,3.33,0,0,3.25,0,0,,16.8,0,0,0,0.22,0.22,0.07,-0.22,-0.22,Matches
370,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-296,1997,2.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
371,Caleb Okoli,it ITA,DF,Leicester City,23-223,2001,10.2,0,0.29,0.1,33.3,0.29,0.1,0,0,16.4,0,0,0,0.01,0.01,0.05,-0.01,-0.01,Matches
372,Robin Olsen,se SWE,GK,Aston Villa,35-044,1990,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
373,Amadou Onana,be BEL,MF,Aston Villa,23-189,2001,12,0.17,1.17,0.33,28.6,1.17,0.33,0.14,0.5,13.8,0,0,0,0.15,0.15,0.13,0.02,0.02,Matches
374,Andre Onana,cm CMR,GK,Manchester Utd,28-325,1996,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
375,Paul Onuachu,ng NGA,FW,Southampton,30-269,1994,7,0.29,2.86,1.14,40,2.84,1.14,0.1,0.25,10.5,0,0,0,0.24,0.24,0.09,0.04,0.04,Matches
376,Frank Onyeka,ng NGA,MF,Brentford,27-051,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
377,Lewis Orford,eng ENG,MF,West Ham,19-003,2006,0.5,0,2,0,0,1.84,0,0,,12.7,0,0,0,0,0,0.03,0,0,Matches
378,Stefan Ortega,de GER,GK,Manchester City,32-107,1992,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
379,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-201,2003,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
380,Dango Ouattara,bf BFA,FW,Bournemouth,23-010,2002,14.8,0.47,2.77,1.01,36.6,2.78,1.02,0.17,0.47,12.8,0,0,0,0.43,0.43,0.16,0.04,0.04,Matches
381,Nico O’Reilly,eng ENG,"MF,DF",Manchester City,19-337,2005,0.3,0,3.33,0,0,3.91,0,0,,31.1,0,0,0,0,0,0.03,0,0,Matches
382,Alex Palmer,eng ENG,GK,Ipswich Town,28-195,1996,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
383,Cole Palmer,eng ENG,MF,Chelsea,22-291,2002,24.3,0.58,3.46,1.36,39.3,3.45,1.36,0.13,0.33,20.3,0.45,0.12,0.12,0.51,0.42,0.12,0.06,0.04,Matches
384,Emerson Palmieri,it ITA,DF,West Ham,30-202,1994,18.6,0.11,0.7,0.38,53.8,0.7,0.38,0.15,0.29,19.5,0.16,0,0,0.09,0.09,0.12,0.02,0.02,Matches
385,Lucas Paqueta,br BRA,"MF,FW",West Ham,27-178,1997,18.9,0.21,1.75,0.16,9.1,1.75,0.16,0.06,0.67,19.3,0.16,0.11,0.11,0.25,0.17,0.1,-0.04,-0.07,Matches
386,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-253,1993,21.4,0.14,0.89,0.28,31.6,0.89,0.28,0.16,0.5,19,0,0,0,0.07,0.07,0.08,0.07,0.07,Matches
387,Nathan Patterson,sct SCO,"DF,FW",Everton,23-128,2001,1.4,0,0.71,0,0,0.7,0,0,,16.8,0,0,0,0.07,0.07,0.07,-0.07,-0.07,Matches
388,Andreas Pereira,br BRA,MF,Fulham,29-051,1996,14.3,0.14,1.75,0.56,32,1.75,0.56,0.08,0.25,22.2,0.35,0,0.07,0.21,0.15,0.09,-0.07,-0.01,Matches
389,Ricardo Pereira,pt POR,DF,Leicester City,31-138,1993,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
390,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-081,1995,10.6,0,0.75,0.19,25,0.76,0.19,0,0,23.5,0.28,0,0,0.04,0.04,0.05,-0.04,-0.04,Matches
391,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-013,2002,3.7,0,1.89,0,0,1.9,0,0,,16,0,0,0,0.14,0.14,0.07,-0.14,-0.14,Matches
392,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,23-013,2002,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
393,Jordan Pickford,eng ENG,GK,Everton,30-351,1994,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
394,Ethan Pinnock,jm JAM,DF,Brentford,31-268,1993,16.3,0.12,0.55,0.37,66.7,0.55,0.37,0.22,0.33,11.2,0,0,0,0.06,0.06,0.1,0.07,0.07,Matches
395,Daniel Podence,pt POR,"MF,FW",Wolves,29-123,1995,0.5,0,2,0,0,1.87,0,0,,24.4,0,0,0,0,0,0.04,0,0,Matches
396,Alfie Pond,eng ENG,DF,Wolves,20-357,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
397,Nick Pope,eng ENG,GK,Newcastle Utd,32-308,1992,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
398,Pedro Porro,es ESP,DF,Tottenham,25-161,1999,23.1,0.09,1.52,0.35,22.9,1.52,0.35,0.06,0.25,22.8,0.13,0,0,0.06,0.06,0.04,0.02,0.02,Matches
399,Jarell Quansah,eng ENG,DF,Liverpool,22-023,2003,3.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
400,Hakon Rafn Valdimarsson,is ISL,GK,Brentford,23-131,2001,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
401,Aaron Ramsdale,eng ENG,GK,Southampton,26-283,1998,17,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
402,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-269,2001,11.9,0.08,1.09,0.34,30.8,1.09,0.34,0.08,0.25,16.4,0,0,0,0.1,0.1,0.09,-0.02,-0.02,Matches
403,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-113,1997,10.9,0.37,1.47,0.83,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,0.16,0.16,0.11,0.21,0.21,Matches
404,Marcus Rashford,eng ENG,FW,Aston Villa,27-113,1997,1.2,0,4.17,0.83,20,4.05,0.81,0,0,22.2,0.83,0,0,0.17,0.17,0.04,-0.17,-0.17,Matches
405,David Raya,es ESP,GK,Arsenal,29-159,1995,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
406,Harrison Reed,eng ENG,MF,Fulham,30-025,1995,0.8,0,2.5,1.25,50,2.61,1.3,0,0,21.7,0,0,0,0.13,0.13,0.07,-0.13,-0.13,Matches
407,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-352,2006,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
408,Sergio Reguilon,es ESP,DF,Tottenham,28-067,1996,1.4,0,0.71,0,0,0.73,0,0,,5.4,0,0,0,0.07,0.07,0.07,-0.07,-0.07,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,0.17,1.03,0.52,50,1.03,0.51,0.17,0.33,26.4,0,0,0,0.14,0.14,0.13,0.03,0.03,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,0.05,1.23,0.34,28,1.23,0.34,0.04,0.14,20.3,0,0,0,0.08,0.08,0.06,-0.03,-0.03,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,0,0.42,0.25,60,0.42,0.25,0,0,11.7,0,0,0,0.03,0.03,0.07,-0.03,-0.03,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,0.65,1.94,0.97,50,1.94,0.97,0.33,0.67,8.4,0,0,0,0.39,0.39,0.2,0.26,0.26,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,0,0.33,0.09,28.6,0.33,0.09,0,0,15.4,0,0,0,0.03,0.03,0.09,-0.03,-0.03,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,0,0.6,0.08,13.3,0.6,0.08,0,0,21.7,0,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,0,0.71,0.09,12.5,0.71,0.09,0,0,27.8,0,0,0,0.02,0.02,0.03,-0.02,-0.02,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,0,0.41,0.16,40,0.41,0.16,0,0,20.8,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,0.26,1.86,0.56,30.2,1.86,0.56,0.14,0.46,16.3,0,0,0,0.2,0.2,0.11,0.06,0.06,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,0.09,1.02,0.37,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,0.1,0.1,0.1,-0.01,-0.01,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,0.27,2.89,0.6,20.9,2.89,0.6,0.09,0.44,15.5,0,0,0,0.24,0.24,0.08,0.03,0.03,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,0.35,3.19,1.21,37.8,3.19,1.21,0.09,0.24,15.9,0,0.07,0.07,0.3,0.24,0.08,0.06,0.04,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,0.94,3.49,1.61,46.1,3.48,1.61,0.19,0.41,14.8,0.04,0.27,0.27,0.77,0.56,0.16,0.17,0.11,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,0.09,0.13,0.09,66.7,0.13,0.09,0.67,1,2.5,0,0,0,0.09,0.09,0.63,0,0,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,0.15,1.3,0.31,23.5,1.29,0.3,0.12,0.5,14.5,0,0,0,0.11,0.11,0.09,0.04,0.04,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,0,0.36,0.36,100,0.36,0.36,0,0,32,0,0,0,0,0,0.02,0,0,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,0.19,1.92,1.15,60,1.91,1.14,0.1,0.17,17.6,0,0,0,0.46,0.46,0.24,-0.27,-0.27,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,0.21,1.93,1.07,55.6,1.93,1.07,0.11,0.2,15.1,0,0,0,0.25,0.25,0.13,-0.03,-0.03,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,0.07,2.93,1.21,41.5,2.93,1.21,0.02,0.06,18.2,0.07,0,0,0.25,0.25,0.09,-0.18,-0.18,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,0,1.11,0,0,1.12,0,0,,18.7,0,0,0,0.06,0.06,0.04,-0.06,-0.06,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,0.51,2.46,1.09,44.1,2.47,1.09,0.21,0.47,11.8,0,0,0,0.38,0.38,0.15,0.13,0.13,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,0.1,1.01,0.3,30,1.01,0.3,0.1,0.33,18.8,0.15,0,0,0.08,0.08,0.08,0.03,0.03,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,0,3.64,1.82,50,3.5,1.75,0,0,17.7,0,0,0,0.18,0.18,0.04,-0.18,-0.18,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,0,1.29,0.32,25,1.3,0.32,0,0,21.9,0,0,0,0.06,0.06,0.05,-0.06,-0.06,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,0,0.5,0.25,50,0.5,0.25,0,0,25.6,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,0.3,3.93,1.24,31.5,3.93,1.24,0.08,0.24,16.5,0,0,0,0.33,0.33,0.08,-0.03,-0.03,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,0,0.2,0,0,0.2,0,0,,6,0,0,0,0.08,0.08,0.4,-0.08,-0.08,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
